time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-06 00:00:00+00:00,1,1,38,12
2024-07-07 00:00:00+00:00,1,1,82,16
2024-07-08 00:00:00+00:00,17,4,197,29
2024-07-09 00:00:00+00:00,2,1,188,30
2024-07-10 00:00:00+00:00,34,10,174,36
2024-07-11 00:00:00+00:00,47,16,313,34
2024-07-12 00:00:00+00:00,20,6,102,18
2024-07-13 00:00:00+00:00,49,5,97,14
2024-07-14 00:00:00+00:00,20,5,36,17
2024-07-15 00:00:00+00:00,14,8,157,24
2024-07-16 00:00:00+00:00,40,7,281,24
2024-07-17 00:00:00+00:00,54,10,297,23
2024-07-18 00:00:00+00:00,112,18,216,24
2024-07-19 00:00:00+00:00,75,12,276,31
